project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl,trl_delta,target_label,split
10448,Solid-fueled Micro Colloid Thruster,Small Business Innovation Research/Small Business Tech Transfer,TX01.2.2 Electrostatic Propulsion,"Nanosatellites are receiving increased interest since they are proving reliable for surveillance, communication and other space missions. Also, the possibility of launching ""constellations"" of them offers unique capabilities for low-cost experimentation, sensing and communications in space. In comparison to larger s...","This project will develop a solid-propellant micro colloid thruster for use in micro/nanosats, especially those based on the standard 1U CubeSAT configuration. None of the nanosats launched so far have had onboard pro...",3,4,1,Mid,train
93910,Solid Lithium Ion Conductors (SLIC) for Lithium Solid State Batteries,Center Innovation Fund: JPL CIF,TX03.2.1 Electrochemical Storage: Batteries,"To identify the most lithium-ion conducting solid electrolytes for lithium solid state batteries from the emerging types of solid electrolytes, based on a combination of in-situ electrochemical and ex-situ analytical techniques.","Lithium solid sate batteries are being perceived as the next generation advanced battery technology. Being compact, lightweight, robust and safe, these batteries will be more beneficial to NASA missions, compared to t...",2,3,1,Low,train
10932,Solid Oxide Fuel Cell Operating on Hydrocarbon Fuel,Center Innovation Fund: GRC CIF,TX03.1.4 Dynamic Energy Conversion,Objective is to dramatically increase power density of liquid tin oxide SOFC systems by combining liquid tin oxide SOFC with GRC-developed bilayer supported cell design that capitalizes on microchannel ceramic structure generated by an innovative process. One objective is to make structural and compositional changes...,"A solid oxide fuel cell (SOFC), because of its high temperature operation, is an attractive technology for power generation that has the potential to directly utilize various hydrocarbon-derived fuels, as opposed to P...",1,2,1,Low,train
91626,Solid Polymer Nanocomposite Battery Electrolyte,Center Innovation Fund: GRC CIF,TX03.2.1 Electrochemical Storage: Batteries,Incorporate nano-graphene and nano-metal oxides in polymer electrolyte to enhance ionic conductivity; imcorporate ionic liquid to improve ion transport properties in the matrix,"Future next-generation energy storage technologies, such as flexible, formable batteries",2,3,1,Low,test
16137,Solid Rocket Motor for Ultralow Temperature Operation During the Mars Sample Return Mission,Small Business Innovation Research/Small Business Tech Transfer,TX01.1.4 Solids,"A small Mars (or other celestial body) ascent vehicle is unlikely to achieve the necessary propellant fraction required to achieve orbit. Scaling down of liquid propulsion systems, as shown in the figure, is difficult. In the 100-kg class of vehicles, liquid propellant vehicle designers should expect a propellant fr...","Our primary technology insertion opportunity within NASA is the Mars Sample Return (MSR) mission. The Mars climate enforces a uniquely stressing environment that every propulsion system must deal with. However, we are...",1,5,4,Mid,train
11552,Solid State Air Purification System,NASA Innovative Advanced Concepts,TX06.1.1 Atmosphere Revitalization,"The solid state air purification project will explore feasibility of a new air purification system based on a liquid membrane, capable of purifying carbon dioxide from air in a far more compact and energy efficient system than what is currently possible. The purpose of this proposed research is to develop a new air ...","Electrochemical membrane separations enables a system with a far smaller footprint than existing processes, works as a continuous system, and operates at lower power. The main disadvantage is that the technology is no...",2,3,1,Low,train
157044,Solid-state Architecture Batteries for Enhanced Rechargability and Safety,Transformative Aeronautics Concepts Program,TX03 Aerospace Power and Energy Storage,"The Solid-state Architecture Batteries for Enhanced Rechargability and Safety (SABERS) activity aims to develop high specific energy solid-state batteries that can safely operate at high temperatures, without the flammability concerns that are common with the use of current state-of-the-art Lithium-ion batteries. Th...","The application space for the SABERS batteries is vast, ranging from electric aviation, space applications, and military applications to electric vehicles and personal electronic devices. Safety is paramount: the SABE...",1,5,4,Mid,train
97175,Solid-State CW Deep UV Laser Source for Planetary Science Instruments,Planetary Instrument Concepts for the Advancement of Solar System Observations,TX08 Sensors and Instruments,"Both the 2012 Planetary Science Decadal Survey and the 2019 National Academies Astrobiology Strategy prioritize the search for evidence of life, especially extant life, within the solar system and in understanding processes that influence planetary habitability. To support these science objectives, emphasis has been...",Developing Instrument technology to improve measurements for future planetary science missions,3,4,1,Mid,train
103073,"Solid-State, Electrochemical Micro-Sensors for Atmospheric Nitrogen and Carbon Dioxide Measurements at the Surface of Venus",Small Business Innovation Research/Small Business Tech Transfer,TX08.3.4 Environment Sensors,"This Phase II E proposal will deploy a high temperature chemical sensor array that can installed in the NASA Glenn Extreme Environment Rig (GEER) to monitor trace gas species such as SOx, CO, OCS, H2O. The system is based on the previously sensor experiments conducted by Makel Engineering, Inc. (MEI) in GEER and the...",NASA extreme environment test chambers and when combined with high temperature electronics the sensor array technology can be used as part of a planetary lander payload for a mission to the surface of Venus and atmosp...,5,6,1,Mid,train
102303,"Solid-State, Electrochemical Micro-Sensors for Atmospheric Nitrogen and Carbon Dioxide Measurements at the Surface of Venus",Small Business Innovation Research/Small Business Tech Transfer,TX08.3.4 Environment Sensors,"Makel Engineering, Inc. (MEI) proposes to develop high temperature, solid state sensors to monitor carbon dioxide (CO2) and nitrogen (N2) in the Venus atmosphere. A harsh environment chemical sensor array suitable for measuring key trace species in the Venus atmosphere has been developed by MEI under a recent SBIR p...","In addition to monitoring the CO2 and N2 concentration in the Venus atmosphere, the sensor can be used to monitor CO2 and N2 in the Mars atmosphere, as well as support of Mars in situ resource utilization (ISRU), such...",4,6,2,Mid,test
94756,"Solid-State, Electrochemical Micro-Sensors for Atmospheric Nitrogen and Carbon Dioxide Measurements at the Surface of Venus",Small Business Innovation Research/Small Business Tech Transfer,TX08.3.4 Environment Sensors,"Makel Engineering, Inc. (MEI) proposes to develop high temperature, solid state sensors to monitor carbon dioxide (CO2) and nitrogen (N2) in the Venus atmosphere. A harsh environment chemical sensor array suitable for measuring key trace species in the Venus atmosphere has been developed by MEI under a recent SBIR p...","In addition to monitoring the CO2 and N2 concentration in the Venus atmosphere, the sensor can be used to monitor CO2 and N2 in the Mars atmosphere, as well as support of Mars in situ resource utilization (ISRU), such...",3,4,1,Mid,train
14681,Solid State Electrolyte for Li Battery Technology,Center Innovation Fund: GRC CIF,,"The objective of the proposed research is to develop 3D solid-state electrolyte(SSE) technology with a power density >0.2 W/g. The strategy is to design, fabricate and electrochemically test 3D cell design. The fabrication technology developed in this project will aid GRC in advancing Lithium Ion Batteries (LIB) tec...","Major advantages of solid-state electrolyte (SSE) technology over more conventional battery technologies include reduced mass and volume, enhanced system safety, reliability and flexibility, and lower power system lif...",4,5,1,Mid,train
91584,Solid State Energy Conversion for Deep Space Power,Space Technology Research Grants,TX03.1.2 Heat Sources,"Thermophotovoltaic (TPV) devices employed in static radioisotope generators show great promise for highly efficient, reliable, and resilient power generation for deep space missions. Long-wavelength TPVs would require lower-temperature heat sources, leading to reduced thermal stress on equipment and a better harvest...","Long-wavelength, low-temperature TPVs hold the power to revolutionize electricity generation in a wide variety of fields by providing a clean, long-lasting, and efficient method of producing power.",2,3,1,Low,train
145970,Solid State Hydrogen Storage,Center Innovation Fund: LaRC CIF,,"Demonstrate that a metal enclosed within a palladium capsule can be used as a solid-state storage medium for hydrogen by conversion to a metal hydride, then releasing the hydrogen from the hydride as needed.",Nanostructured materials (such as carbon nanotube sheets) with potential to store large quantities of hydrogen in a very small volume will be explored.,2,3,1,Low,train
12016,Solid-State Hydrogen Storage,Center Independent Research & Development: LaRC IRAD,TX03.2.2 Electrochemical Storage: Fuel Cells,"This project will develop a method for converting metals to metal hydrides at low pressures for hydrogen storage systems with high efficiency with respect to volume and weight. Availability of a safe, low-pressure, lightweight, compact hydrogen storage system is an enabling technology for hydrogen electric fuel cell...","Safe, compact, reusable system for storage of hydrogen for electric fuel cells for long-term space exploration missions. Safe, compact, reusable system for storage of hydrogen for electric fuel cells for long-term spa...",2,3,1,Low,train
91603,Solid State Inflation Balloon Active Deorbiter,Small Spacecraft Technology,TX09.1.3 Passive Reentry Systems for SmallSats,"The Solid State Inflation Balloon (SSIB) is a simple, reliable, low-cost, non-propulsive system for deliberate deorbit and control of downrange point-of-impact that is compatible with a full range of smallsats from 1kg to 180kg in mass, and includes built-in redundancy for enhanced reliability and safety. The gas ge...",The successful development of the SSIB provides NASA a low cost technology for end-of-life or sample-return deorbit and control of downrange point-of-impact. It is compatible with a full range of masses from 1kg to 18...,3,5,2,Mid,train
8931,"Solid State KA-Band, Solid State W-Band and TWT Amplifiers",Small Business Innovation Research/Small Business Tech Transfer,TX05.2.2 Power Efficiency,"Phase I of the proposal describes plans to develop a state of the art transmitter for the W-Band and KA -Band Cloud Radar system. Our focus will be concentrated in the design of a dry high voltage assembly including both the power supply and modulator part of the system, thus eliminating the oil, which adds weight a...","Potential Non-Nasa Commerial applications that could benefit from this technology include, but are not limited to, early warning systems for tornadoes and hurricanes, Universities for investigating cloud effects and s...",1,4,3,Mid,train
33802,"Solid State Large Area Pulsed Solar Simulator for 3-, 4- and 6-Junction Solar Cell Arrays",Small Business Innovation Research/Small Business Tech Transfer,TX03.1.1 Photovoltaic Electrical Power,"The Phase I was successful in delivering a complete prototype of the proposed innovation, an LED-based, solid state, large area, pulsed, solar simulator (ssLAPSS). The prototype not only proved the initial concept but significantly reduced risk and dramatically increases our ability to deliver a fully functional ssL...","Large area, pulsed, solar simulation of advanced 4, 5 and 6 junction cells will benefit all NASA missions, particularly high power missions such as solar electric propulsion (SEP). Solar simulation of advanced cells w...",5,7,2,High,train
18016,"Solid State Large Area Pulsed Solar Simulator for 3-, 4- and 6-Junction Solar Cell Arrays",Small Business Innovation Research/Small Business Tech Transfer,TX03.1.1 Photovoltaic Electrical Power,"The ssLAPSS expands on the SOP LAPSS by upgrading the light sources to enable future solar cell technologies while maintaining all of the current, proven calibration and test methods. The ssLAPSS enables testing of current SOP 3-junction cells and also upcoming 4- and 6-junction solar cells. The ssLAPSS uses planar ...","The LAPSS is critical to the study of solar cell performance at the string and array level. NASA can use the ssLAPSS to measure solar array performance on current and future solar arrays. Because of this need, it is v...",3,4,1,Mid,train
146743,Solid-state Laser Scanning – Enabling Space-based Imaging Lidar,Center Independent Research & Development: GSFC IRAD,TX08.1.5 Lasers,"The value of laser altimetry data for mapping the surface of the Earth and other planetary bodies is well established, and the data provided on Earth's forests and monitoring long term changes in ice sheets has had a profound impact on our understanding of the impacts of Earth's changing climate. Previous sensors (G...",Successful demonstration of a solid-state laser scanner that can generate more than an order of magnitude increase in coverage from a single laser is an enabling step for future imaging lidar opportunities called for ...,3,4,1,Mid,train
113514,Solid State Li-S Battery Based on Novel Polymer/Mineral Composite,Small Business Innovation Research/Small Business Tech Transfer,TX03.2.1 Electrochemical Storage: Batteries,"Li–S/Li-O2 batteries have great potential to meet energy storage requirements for Electrified Aircraft propulsion applications. However, due to the need for oxygen storage and supply systems, the complicit balance of plant significantly decreases both the gravimetric and volumetric energy density of Li-O2 battery sy...","Through improving cycle life and safety, the proposed all solid state Li-S battery will address the key limitation for space applications. With high safety and long cycle life, ASSLSB would meet multi-use or cross pla...",3,4,1,Mid,train
112856,Solid State Li-S Battery Based on Novel Polymer/Mineral Composite,Small Business Innovation Research/Small Business Tech Transfer,TX03.2.1 Electrochemical Storage: Batteries,"Li–S/Li-O2 batteries have great potential to meet requirements of energy storage systems for Electrified Aircraft propulsion applications. However, due to the need for oxygen gas storage and supply systems, the complicit balance of plant significantly decreases both gravimetric and volumetric energy density of Li-O2...","Through improving cycle life and safety, the proposed all solid state Li-S battery will address the key limitation for space applications. With high safety and long cycle life, ASSLSB would meet multi-use or cross pla...",2,3,1,Low,train
113008,Solid-State Lithium-ion Batteries for Electrified Aircraft Propulsion Energy Storage,Small Business Innovation Research/Small Business Tech Transfer,TX01.3.9 Hybrid Electric Systems,"In this NASA STTR project, Aegis Technology is teamed with Cornell University and proposes to develop a novel class of all-solid-state Li-ion batteries (ASSLiBs) based on a proprietary solid electrolyte and a novel cell structure design. This electrolyte can provide not only high ionic conductivities, but also wide ...","High performance, long cycling life, and low costs ASSLiBs, once successfully developed, will find wide applications in NASA systems. EAP is an area of strong and growing interest in NASA's Aeronautics Research Missio...",2,4,2,Mid,train
118508,Solid-State Magnetic Refrigeration: First-principles Modeling and Computational Materials Search,Space Technology Research Grants,"TX14.1.3 Thermal Conditioning for Sensors, Instruments, Samples, and High-Efficiency Electric Motors","Reliable, compact and efficient refrigeration technologies are essential for future space exploration and science missions. Magnetic refrigeration is a promising technology due to its solid-state nature and the capability to deliver cooling power below 1 K. However, currently available magnetic refrigerants are limi...","Utilizing new ADR refrigerants, this project will enable efficient solid state magnetic refrigeration in the temperature range of 10 to 30 K and use new methods to predict ADR performance from first-principles. Additi...",2,3,1,Low,test
91615,Solid-State Magnetometer for Vectorized Field Sensing in Harsh Planetary Environments,Center Innovation Fund: JPL CIF,,Currently have a working breadboarded prototype using SiC transistors which were initially intended for high power and high temperature applications. Sensitivity is only on the uT/Hz-1/2 scale but can theoretically be pushed well below the nT/Hz-1/2 limit making them competitive with fluxgates and optically pumped a...,Potential Applications: planetary entry probes; landers; missions in extreme environments; swarms of spacecraft significantly smaller than current nanosats. Follow-On Options: Enabling of electrically detected magneti...,2,4,2,Mid,train
9277,Solid State Multiwavelength LIDAR for Volcanic Ash Monitoring,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"Physical Sciences Inc. proposes to develop a compact, multiwavelength LIDAR with polarization analysis capability that will be able to identify volcanic ash clouds at distance. The system will be developed specifically for airborne deployment, including on Unmanned Aerial Systems. A UAS-equipped with such a LIDAR co...","The compact Multiwavelength Lidar could serve as a ground based platform that can address a variety of air quality aerosol monitoring applications including yellow dust, biomass burning, and coal-fired power generatio...",2,3,1,Low,train
158311,Solid-State Noncombustible Gas Generator,Small Business Innovation Research/Small Business Tech Transfer,TX09.1.2 Hypersonic Decelerators,"Deployable aerodynamic decelerators are an enabling technology for missions to planets and moons with atmospheres as well as for returning payloads to Earth. These decelerators require a gas source for inflation, and the objective is to develop a noncombustible gas generator which will enable a wider range of applic...",The primary NASA application will be Hypersonic Inflatable Aerodynamic Decelerators (HIADs) as planned for use on missions to planets and moons with atmospheres as well as returning payloads to Earth. Low-cost access ...,2,3,1,Low,valid
93770,Solid State Non-powder Process for Boron Nitride Nanotube Metal Matrix Composite,Small Business Innovation Research/Small Business Tech Transfer,TX12.4.1 Manufacturing Processes,Boron nitride nanotube (BNNT) reinforced metal matrix composites (MMCs) provide potential for advanced lightweight high stiffness structures that are critical for virtually all NASA space missions. State of the art powder metallurgy and fusion processing to produce BNNT MMC have resulted in disappointing results tha...,"Metal matrix composites (MMCs) of boron nitride nanotubes (BNNTs) exhibiting exemplary properties of strength, stiffness and light weight can be utilized to a significant advantage in virtually all NASA missions. The ...",3,6,3,Mid,valid
93771,Solid State Oxygen Concentrator and Compressor,Small Business Innovation Research/Small Business Tech Transfer,TX06.1.1 Atmosphere Revitalization,"Sustainable Innovations has developed a novel solid state technology for gas separation and will be applying it for the first time to meet a critical life support function: to develop an oxygen concentration module that minimize the hardware mass, volume, and power footprint while still performing at the required NA...",Sustainable Innovations Solid State Oxygen Concentrator and Compressor will concentrate the oxygen within the cabin environment and provide the required concentration of oxygen to the crew members. Sustainable Innovat...,2,4,2,Mid,train
101933,Solid State Oxygen Concentrator and Compressor,Small Business Innovation Research/Small Business Tech Transfer,TX06.1.1 Atmosphere Revitalization,"Sustainable Innovations has developed a novel solid state technology for gas separation and is applying it for the first time to meet a critical life support function: to develop an oxygen concentration module that minimize the hardware mass, volume, and power footprint while still performing at the required NASA ca...",Sustainable Innovations Solid State Oxygen Concentrator and Compressor will concentrate the oxygen within the cabin environment and provide the required concentration of oxygen to the crew members. Sustainable Innovat...,3,5,2,Mid,train
103074,Solid State Oxygen Concentrator and Compressor,Small Business Innovation Research/Small Business Tech Transfer,,"Skyre is developing a system that concentrates oxygen from air to supply medical-grade oxygen to meet the needs of COVID-19 patients that are now being treated in hallways, over-crowded hospital facilities, makeshift hospitals and triage centers. Skyre's Oxygen Concentrator Module (OCM) will be produced to address t...","On long term space exploration missions, Skyre's OCM would serve as a contingency medical oxygen system. The system concentrates oxygen from the cabin environment to provide the required concentration of medical breat...",4,6,2,Mid,train
125775,Solid-state Rechargeable Batteries for Extreme Lunar Surface Environments,Small Business Innovation Research/Small Business Tech Transfer,TX03.2.1 Electrochemical Storage: Batteries,"Future science missions to the Lunar surface and other planets and their moons will require advanced secondary battery systems that can operate at extreme temperatures. Advancements that address battery operation at extreme temperatures, combined with high specific energy and energy density are critically needed. Co...","The targeted NASA application is for energy storage (batteries) that do not require excessive thermal management on the Lunar surface. NASA has specifically identified this need, and it is the primary target applicati...",3,5,2,Mid,train
154525,Solid-State Rechargeable Batteries for Extreme Lunar Surface Environments,Small Business Innovation Research/Small Business Tech Transfer,TX03.2.1 Electrochemical Storage: Batteries,"Future science missions to the Lunar surface and other planets and their moons will require advanced secondary battery systems that can operate at extreme temperatures. Advancements that address battery operation at extreme temperatures, combined with high specific energy and energy density, are critically needed. C...","The targeted NASA application is for energy storage (batteries) that do not require excessive thermal management on the Lunar surface. NASA has specifically identified this need, and it is the primary target applicati...",4,6,2,Mid,train
113515,Solid-state Sodium-ion Batteries for Extreme-Environment Energy Storage,Small Business Innovation Research/Small Business Tech Transfer,TX03.2.1 Electrochemical Storage: Batteries,"Future NASA science missions will require more advanced energy storages based on secondary battery systems that are capable of operating at temperature extremes up to 500 C for Venus missions (Venus surface conditions having high temperature of 486 C). In this SBIR project, Aegis Technology Inc. proposes to develop ...","High temperature capable, high-energy-density, high-reliability ASSNiBs, once successfully developed, will find wide applications in advanced energy storage systems for future NASA Science Missions in extreme environm...",2,4,2,Mid,train
13761,"Solid-State Thermionic Nuclear Power for Megawatt Propulsion, Planetary Surface and Commercial Power",Center Innovation Fund: JSC CIF,,"Thermionic (TI) power conversion is a promising technology first investigated for power conversion in the 1960's, and of renewed interest due to modern advances in nanotechnology, MEMS, materials and manufacturing. Benefits include high conversion efficiency (20%), static operation with no moving parts and the poten...","High conversion efficiency (20%), static operation with no moving parts and the potential for high reliability, greatly reduced plant complexity, and the potential for reduced development costs. This project targets o...",3,5,2,Mid,train
117475,"Solid-State Thermionic Power for Human Exploration and Commercial Generation, Year 2",Center Innovation Fund: JSC CIF,,"Thermionic (TI) power conversion is a promising technology first investigated for power conversion in the 1960's, and of renewed interest due to modern advances in nanotechnology, MEMS, materials and manufacturing. Benefits include high conversion efficiency (20%), static operation with no moving parts and the poten...",This project targets one the most critical barriers to human deep space exploration - the means to efficiently power and rapidly propel human missions to Mars and beyond. The project will explore the implementation of...,4,5,1,Mid,valid
117412,"Solid State Thermionic Power, Year 3",Center Innovation Fund: JSC CIF,,"The project will explore the implementation of high efficiency Solid-State Thermionic-based power systems to serve Electric Propulsion systems such as Hall, Ion, or other approaches. A Solid-State approach centered around advanced Thermionic power converters would combine the high efficiency of dynamic power convers...","This project provides the initial foundation and confidence for high efficiency solid-state power converters. Subsequent converter development, advanced through STMD Game Changing and/or Power Utility partnerships, wi...",2,5,3,Mid,train
146444,Solid-State Thermodynamic Vent System for Control of Cryogenic Propellants,Center Innovation Fund: KSC CIF,"TX13.1.4 Propellant Production, Storage, and Transfer","Thermodynamic vent systems (TVS) have been explored to aid in pressure control and to reduce boiloff losses in cryogenic propellant tanks for spacecraft. A traditional TVS utilizes an active pump to pull propellant from the storage tank, run it thorough an external heat exchanger where it is cooled by evaporating so...","Overall heat load on the cryogenic vessel is greatly reduced with a PTVS, which further decreases the propellant loss due to boil-off. Overall system complexity and mass may be substantially reduced as well versus tra...",2,4,2,Mid,train
18357,Solid State Transmitters for Water Vapor and Ozone DIAL Systems,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"We have developed a common architecture for laser transmitters that address requirements for water vapor as well as ground and airborne ozone lidar systems. Our innovative approach to these requirements has the advantages of reducing size, weight and power (SWaP) as well as hardware cost for all of the applications ...",Replacement/upgrade of NASA water vapor DIAL systems including LASE (Lidar Atmospheric Sensing Experiment) Enhancement of Airborne ozone DIAL systems including GOLD (Global Ozone Lidar Demonstration) Lidar transmitter...,3,5,2,Mid,test
18378,Solid State Transmitters for Water Vapor and Ozone DIAL Systems,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"The focus of this Select Phase II program is to build and deliver laser components both for airborne water vapor and ozone DIAL systems. Specifically, Fibertek proposes to deliver to NASA the following prototype systems: 1) A complete water vapor DIAL transmitter with single-line output tunable over the 936 nm water...","NASA and commercial remote sensing systems for long-lived airborne and space-based DIAL instruments. The high efficiency narrow linewidth, tunable sources being developed in this SBIR meet an unfilled need form our ex...",3,5,2,Mid,train
146027,"Solid State Ultra Capacitor, Year 1",Center Innovation Fund: MSFC CIF,,The primary motivation of this work was to eliminate hazards associated with electrolytic energy storage devices such as lithium ion and replace NASA's Range Safety Battery.,The novel design approach represents a 50x decrease in up mass and a simpler design that eliminates failure modes present in many state of the art systems.,1,4,3,Mid,train
146039,"Solid State Ultra Capacitor, Year 2",Center Innovation Fund: MSFC CIF,,"The objective of this research is to develop an internal barrier layer ultracapacitor (IBLC) using novel dielectric materials as a battery replacement with a focus on these advantages: longer life, lower mass-to-weight ratio, rapid charging, on-demand pulse power, improved on pad stand-by time without maintenance, a...","Once scalability has been achieved, energy densities of tens of J/cc are predicted in a small robust package. This will pave the way for smaller and more robust power sources in CubeSats and NanoSats.",1,4,3,Mid,valid
125776,Solid State Welding for Space,Small Business Innovation Research/Small Business Tech Transfer,TX12.4.1 Manufacturing Processes,TGV proposes to build a modular testbed that can scale ultrasonic additive manufacturing and test multiple material combinations in vacuum conditions. A lighter smaller sonotrode will be developed which will be tracable to testing on ISS or future space platforms but can serve to mature solid state welding designs a...,"This is an enabling technology for large structure, deep space missions or lunar bases. This is enabling technology for large civilian commercial space stations",2,3,1,Low,train
145044,Solid Underconstrained Multi-Frequency Deployable Antenna,Advanced Component Technology Program,TX12.3 Mechanical Systems,"A solution for a high frequency (up to 240 GHz), wide bandwidth, deployable reflector is needed to enable a low-cost and platform-versatile approach for the integration of three key instruments in upcoming Earth Science space missions. Cloud and precipitation radar payloads require a ~2-meter antenna aperture to cap...",Accelerate mission development and reduce risk by developing critical components and subsystems for advanced instruments and observing systems,2,4,2,Mid,valid
15242,Solving Fundamental Technical Challenges toward a Space-qualified Miniature Absolute Scalar Magnetometer,Planetary Instrument Concepts for the Advancement of Solar System Observations,TX08.3.1 Field and Particle Detectors,"The magnetic field is a fundamental physical quantity, and its accurate measurement to 1 nT or better is required for many future planetary mission. Future missions targeted here are foremost the Jupiter Europa Orbiter / Europa Clipper, which seeks to resolve induction signals a few nano-Tesla in amplitude during a ...",Decadal Survey Missions,2,4,2,Mid,train
94225,Sonic Boom Community Response Metric & Methodology,Advanced Air Vehicles Program,TX15.1.4 Aeroacoustics,"Sonic Boom Community Response Metric & Methodology validates field study methodology, including indoor and outdoor noise metrics, exposure estimates, survey tools, and test protocols to support community studies with a low-boom flight demonstration aircraft.","This technical challenge addresses preparing tools and processes for measuring community response during future overflight campaigns by a low-boom supersonic demonstrator. These technologies are key, as the data colle...",2,5,3,Mid,train
146276,"SonicSonde: Instrumentation for a Tethered Atmospheric Sensor Suite System, Year 2",Center Innovation Fund: AFRC CIF,TX08 Sensors and Instruments,"Controlled flight of highly flexible aircraft is challenging because of the coupled nature of the vehicle dynamics. Therefore, the control systems must be multi-objective and control both the rigid body dynamics and structural dynamics. Traditional implementation of filters degrades control system margins and vehicl...","Current tethered instrumentation on the market fails to overcome the recurrent problems of functionality, capability, and resolution due to its rudimentary design, thus forcing the use of multiple weather devices to c...",3,4,1,Mid,train
146382,"SonicSonde: Instrumentation for a Tethered Atmospheric Sensor Suite System, Year 3",Center Innovation Fund: AFRC CIF,TX08 Sensors and Instruments,"Develop an advanced tethered instrumentation suite for prompt repetitive vertical ascent; customized to measure key state variables of atmospheric pressure, temperature, relative humidity, air quality, and three-dimensional wind speed and direction throughout the vertical column from the surface up to 5,000 feet abo...","The ability to produce in-situ vertical wind profiles in near-real-time – as rapidly as 1,000 feet per minute and 100 samples per second – will allow for much greater resolutions in wind shear and turbulence gradient ...",4,7,3,High,train
184360,Sorbent-Based Atmosphere Revitalization (SBAR) for Habitation System and Exploration Applications,Center Independent Research & Development: MSFC IRAD,"TX06 Human Health, Life Support, and Habitation Systems","Project Objective Sorbent-Based Atmospheric Revitalization (SBAR) is a compact, NASA-patented, adsorption-based carbon dioxide (CO2) scrubber and humidity removal system for human space transportation and habitation systems. Project Description The Marshall-developed SBAR system is a low-resource technology for CO2 ...","Further development of the SBAR system aligns with Marshall's pursuit of highly reliable, robust environmental control and life support (ECLSS) systems for habitation development and exploration missions. Having a wid...",3,6,3,Mid,valid
158219,SOSHA – Sensor Optimization for Space Habitat Awareness,Small Business Innovation Research/Small Business Tech Transfer,TX10 Autonomous Systems,"Deep space habitats must provide a functional, hospitable, and safe environment with and without crew onboard. This will require Earth independent operation during periods of intermittent crew occupancy and reduced mission control support due to communication delays and data bandwidth limits. NASA needs advanced sys...","The Sensor Optimization for Space Habitat Awareness (SOSHA) is a System's Engineering tool to support the design, verification, and validation of sensor networks (or ""suites"") and algorithms employed by FM systems in ...",2,4,2,Mid,test
33500,SOUL System Maturation,Small Business Innovation Research/Small Business Tech Transfer,TX04.1.1 Sensing for Robotic Systems,"Busek Co. Inc. proposes to advance the maturity of an innovative Spacecraft on Umbilical Line (SOUL) System suitable for a wide variety of applications of interest to NASA, DoD and commercial missions. SOUL is a small (<10kg) robotic, self-propelled, self-navigating, autonomous vehicle equipped with a tool (e.g. gri...",Possible NASA applications include: 1) Inspection of ISS external systems reducing requirement for costly and dangerous manned EVAs. 2) Inspection of heat shield on reentry vehicles to prevent disasters such as Columb...,4,5,1,Mid,train
89518,SOUL System Maturation,Small Business Innovation Research/Small Business Tech Transfer,TX04.2.6 Collaborative Mobility,"Busek Co. Inc. proposes to advance the maturity of an innovative Spacecraft on Umbilical Line (SOUL) System suitable for a wide variety of applications of interest to NASA, DoD and commercial missions. SOUL is a small (<10kg) robotic, self-propelled, self-navigating, autonomous vehicle equipped with a tool (e.g. gri...",Possible NASA applications include: 1) Inspection of ISS external systems reducing requirement for costly and dangerous manned EVAs. 2) Inspection of heat shield on reentry vehicles to prevent disasters such as Columb...,4,5,1,Mid,train
105721,Sounding Rocket Flight Computer Flight Software Baseline,Center Independent Research & Development: GSFC IRAD,"TX11.1 Software Development, Engineering, and Integrity","The objective of this project is to develop a flight software (FSW) baseline for a sounding rocket flight computer in order to consolidate functionality, reduce sounding rocket sub-systems, and ultimately save mass – improving performance & science return. We will investigate the use of the Galois Recorder (previous...","Currently, the sounding rocket architecture includes flight computers and software in each subsystem, resulting in multiple instances of each and requiring a lot of ground support equipment. This project opens the pos...",2,4,2,Mid,train
91647,Southwest Research Institute (SwRI) Solar Instrument Pointing Platform,Flight Opportunities,"TX05.1.4 Pointing, Acquisition, and Tracking Techniques and Technologies","We propose to develop and test-fly a solar pointing platform for compact remote-sensing instruments aboard the new generation of manned commercial suborbital vehicles. A major reason for the success of NASA's unmanned solar sounding rocket program has been the availability of the SPARCS pointing system, which provid...","This pointing platform technology will enable novel suborbital solar instrument science with much less effort, benefitting the commercial space industry and future NASA missions.",5,6,1,Mid,train
10909,Space Applications for Ensemble Detection and Analysis,Center Independent Research & Development: GSFC IRAD,"TX12.3.1 Deployables, Docking, and Interfaces","NASA makes extensive investments to circumvent the engineering challenges posed by naturally occurring random processes for which conventional statistics do not provide adequate numerical description. Ensemble Detection and Analysis is a transformative, crosscutting technology that addresses measurement challenges f...","Benefits range from improved modeling of climate systems to improved estimates of hydrometeor drop size distributions. Work targets opportunity of the OCT's Game Changing Technology and Applicable ES missions: ACE, AS...",2,3,1,Low,train
116336,Space Assembly of Large Structural System Architectures,Game Changing Development,,The goal of Space Assembly of Large Structural System Architectures (SALSSA) is to develop technologies that enable a new integrated space assembly paradigm that substantially improves the performance while lowering the cost and risk of future missions.,nan,4,4,0,Mid,train
