event_id,project_id,project_title,program,primary_tx,description_excerpt,benefits_excerpt,start_trl_reference_only,end_trl_label_source,target_label,alg1_full_fusion_pred,alg1_full_fusion_confidence,alg2_no_start_pseudo_start_pred,alg2_no_start_pseudo_start_confidence,alg3_rubric_explainable_pred,alg3_rubric_explainable_confidence,alg4_gridsearched_svc_retrieval_pred,alg4_gridsearched_svc_retrieval_confidence,source,deployment_safe_best_by_accuracy,deployment_safe_best_by_macro_f1,upper_bound_with_start_trl
RAW-TEST-1899,93826,Vapor Compression Refrigeration System for Cold Storage on Spacecrafts,Small Business Innovation Research/Small Business Tech Transfer,TX06.3.6 Long-Duration Health,"NASA is looking for a high efficiency long term food storage system for space crafts. Previous refrigerator/freezer systems developed for this application such as ISS RFR, use thermoelectric thermal control system with overall system COP around 0.36 in free...",The proposed vapor compression cycle has several key innovations which can be applied to thermal systems outside of the proposed cold food storage. The following are potential a...,3,4,Mid,Mid,0.5498,High,0.4642,Mid,0.9536,Mid,0.6767,raw_excel_test_split,Mid,High,Mid
RAW-TEST-1900,93832,VLWIR Sensors for Detecting and Tracking Near-Earth Asteroids,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.1 Detectors and Focal Planes,"An important NASA mission is to detect, count and track near-earth asteroids for a variety of reasons including the hazards of collisions with our planet. Such asteroids are mostly dark, small and cold (~ 200K); so they are best detected in the very longwav...",1) NASA's LANDSAT Data Continuity Mission - Thermal Infrared Sensor (LDCM-TIRS) 2) NASA's HyspIRI Mission - Multispectral thermal infrared (TIR)imager 3) Space- and ground-based...,2,4,Mid,Mid,0.5961,Mid,0.6241,Mid,0.9322,Mid,0.7738,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1901,93841,WOLFEChip: Wholly-Integrated Optofluidic Laser-Induced Fluorescence Electrophoresis Chip,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"In this Small Business Innovative Research (SBIR) effort, Leiden Measurement Technology LLC (LMT) proposes to design and build the Wholly-integrated Optofluidic Laser-induced Fluorescence Electrophoresis Chip (WOLFEChip), a microchip capillary electrophores...","As NASA looks forward to the coming decades, the Ocean Worlds of the outer solar system (e.g., Europa, Titan, Enceladus) as well as other smaller bodies (e.g., asteroids, comets...",2,4,Mid,Mid,0.6245,Mid,0.6947,Mid,0.9608,Mid,0.8092,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1902,93845,In-Situ Resource Utilization: Oxygen Production,Mars Campaign Office,TX07.1.3 Resource Processing for Production of Mission Consumables,"The leading option for extracting oxygen from the Mars atmospheric carbon dioxide is to use a solid oxide electrolyzer, which removes one oxygen atom from the CO2 molecule, ionizes it, and pulls it through a solid electrolyte by applying an electrical poten...",This technology is categorized as a prototype hardware system for manned spaceflight. Oxygen produced from carbon dioxide from the Martian atmosphere or electrolyzed from soil-d...,3,5,Mid,Mid,0.5263,High,0.4892,Mid,0.906,Mid,0.6532,raw_excel_test_split,Mid,High,Mid
RAW-TEST-1903,93847,In-Situ Resource Utilization: Methane Fuel Production,Mars Campaign Office,TX07.1.3 Resource Processing for Production of Mission Consumables,"Sabatier reactors are being matured to produce methane from CO2 and hydrogen. The hydrogen is derived from the electrolysis of soil-derived water, and the CO2 is derived from the Mars atmosphere. A Sabatier system has been in use on the International Space ...",This technology is categorized as a prototype hardware system for manned spaceflight. Methane fuel is produced from carbon dioxide derived from Mars atmosphere and hydrogen deri...,4,5,Mid,High,0.5932,High,0.5695,Mid,0.919,Mid,0.6501,raw_excel_test_split,Mid,High,High
RAW-TEST-1904,93870,Green Propellant Thruster Technology Qualification,Game Changing Development,,Project efforts focused on increasing the range of green prop thrust levels to 445N which increases the catalog of commercial thrusters available to s/c designers.,AIRS technology is the best energy storage option for high-power and long-duration applications.,4,5,Mid,Mid,0.6836,Mid,0.5776,Mid,0.8554,Mid,0.7833,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1905,93872,"Development of Advanced Detonation Modeling Methods for Hydrocarbon Propellants, Year 2",Center Innovation Fund: SSC CIF,"TX13.2.2 Propulsion, Exhaust, and Propellant Management","Continuation from FY17... Many modern liquid rocket propulsion systems are utilizing hydrocarbon propellants (e.g. methane, RP-1). Testing of these new rocket systems will inherently involve the potential for large energy explosions. Current engineering met...",The ability to predict these blast environments is critical to the safety of the test/launch facilities and test articles in NASA as well as to other similar government test fac...,3,5,Mid,Mid,0.7599,Mid,0.4821,Low,0.8991,Mid,0.6784,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1906,93884,Quiet Commercial Aircraft via Reduced Slat Deflection,Center Innovation Fund: ARC CIF,TX15.1.6 Advanced Atmospheric Flight Vehicles,"We will conduct CFD for several slat deflections including the design configuration of 22 deg as well as lower slat deflections ranging from 6 - 16 deg. For optimum results, the computations will employ the LAVA solver on overset grids, a combination that h...","High slat deflections generate community flyover noise far from airport. However, both NASA and industry noise reduction efforts focus at the FAA certification point one mile fr...",3,4,Mid,High,0.4314,Low,0.6423,Low,0.5537,Low,0.6137,raw_excel_test_split,Low,Low,High
RAW-TEST-1907,9389,Security-Enhanced Autonomous Network Management for Space Networking,Small Business Innovation Research/Small Business Tech Transfer,TX05.3.3 Information Assurance,"NASA's Space Communications and Navigation (SCaN) program is integrating its three current agency networks: Space Network (SN), Deep Space Network (DSN), and Near Earth Network (NEN). This effort raises several issues for the network management in the futur...",The proposed DTN networking and network management solution has potential to largely reduce operation costs while maintain or even enhance the reliability for the NASA missions....,3,6,Mid,Mid,0.4912,Mid,0.4308,Mid,0.7129,Mid,0.6889,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1908,93906,Autonomous Medical Operations,Game Changing Development,TX04.1.3 Onboard Mapping and Data Analysis,"This project will develop a ""medical decision support system"" to enable astronauts on long-duration exploration missions to operate autonomously while independent of Earth contact. Such a system is not intended to replace a chief medical officer, but rather...",The AMO on-board software system provides medical augmented intelligence for both planned and emergent clinical care aboard deep space exploration missions. The technology aims ...,2,4,Mid,Mid,0.6222,Mid,0.7124,Mid,0.9901,Mid,0.7916,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1909,93907,Space Based Ka Band Radio,Game Changing Development,,ViaSat collaborated with GRC on the development of a space-based Ka-band radio that will interoperate with ViaSat's next generation communication service and the TDRSS network and potentially NASA's Near Earth Network. This next generation space radio platf...,nan,4,6,Mid,Mid,0.5482,Mid,0.5814,Mid,0.8723,Mid,0.8316,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1910,93911,Collective Robotic Assembly of Discrete Lattice Elements,Center Innovation Fund: ARC CIF,TX07.2.4 Microgravity Construction and Assembly,CRADLE seeks to address this need through a novel application of an integrated robot-structure-material system based on discrete lattice construction using task specific robots. Bolting mechanisms from SOA platforms will be modified to fit mobile robot. Lat...,"This work relates to Agency Initiatives as follows: Aeronautics: robotic assembly, inspection, repair, and maintenance of discrete lattice structures for aircraft systems such a...",3,4,Mid,Mid,0.4503,Low,0.5696,Low,0.5481,Low,0.5198,raw_excel_test_split,Low,Low,Mid
RAW-TEST-1911,93963,Fracture Behaviors of Additive Manufactured Alloys,Center Innovation Fund: JPL CIF,,"Advanced fracture mechanics behavior, especially at depressed, cryogenic temperatures has not been reported in the literature nor is it being pursued in current open efforts. A variety of alloy systems have issues when processed via additive manufacturing, ...","Study the effects of processing conditions on the second-order materials behaviors (e.g., fracture toughness, fatigue crack growth) in additively manufactured alloys.",4,5,Mid,High,0.5949,Low,0.7236,Low,0.9078,Low,0.7286,raw_excel_test_split,Low,Low,High
RAW-TEST-1912,93970,Strata-S1 - refining a testbed to evaluate the behavior of regolith under microgravity conditions,Flight Opportunities,TX08.3.3 Sample Handling,"As NASA interest in the exploration of asteroids matures, there is an increasing need for a more detailed understanding of the behavior of the material (dust, regolith) on the surfaces of small, airless bodies, how those surfaces respond to disturbances, an...",This technology will help the understanding of layered regolith material in microgravity for future asteroid-related missions and the current Strata-1 ISS mission.,6,6,Mid,High,0.5227,Mid,0.6181,Low,0.6567,Mid,0.7996,raw_excel_test_split,Mid,Mid,High
RAW-TEST-1913,93991,A New Spin on Suborbital Microgravity Research: Developing a Centrifuge for Blue Origin's New Shepard,Flight Opportunities,TX06.3.6 Long-Duration Health,"Centrifuges are a vital instrument in developing our understanding of how biological and physical processes react to Martian, micro and Lunar gravity. Developing a centrifuge to interface with suborbital vehicle will give researchers affordable and easy acc...","This technology offers reliable simulations of micro, Martian and Lunar gravity to help us understand how biological and physical processes react in those conditions and will be...",5,6,Mid,High,0.6743,High,0.6455,High,0.7211,High,0.534,raw_excel_test_split,High,High,High
RAW-TEST-1914,93996,Autolanding for Robotic Precursor Missions,Flight Opportunities,TX09.3.1 Touchdown Systems,"Astrobotic proposes to mature its Autolanding System (the AAS) from TRL 4 to 6 and evaluates performance through a series of tests on an sRLV. The AAS is a complete system for GPS-denied navigation, achieving higher precision, lower cost, and easier mission...","Potential users are Precursor Robotic Missions and NASA ALHAT program as an alternate to current technology, AAS is optimized for small robotic landers and utilizes scanning LID...",4,6,Mid,Mid,0.8824,Mid,0.7886,Mid,0.9921,Mid,0.8545,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1915,94026,"Unlocking Memory Metal Power Generation & Energy Conversion, Year 2",Center Innovation Fund: SSC CIF,,Continued from FY17... A new memory metal power generator is being developed using small mass and special Electro Fluid Acceleration techniques that permit high cyclic rates to be efficiently achieved in producing kW levels of power. The 2 array push-pull E...,"This technology, with its innovative rapid thermal exchange capability, offers a novel new option for kW power generation in environments with thermal variation as low as 10 deg...",3,4,Mid,Mid,0.6815,Mid,0.509,Mid,0.9218,Mid,0.7387,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1916,94031,"Development of Advanced Detonation Modeling Methods for Hydrocarbon Propellants, Year 1",Center Innovation Fund: SSC CIF,"TX13.2.2 Propulsion, Exhaust, and Propellant Management","Many modern liquid rocket propulsion systems are utilizing hydrocarbon propellants (e.g. methane, RP-1). Testing of these new rocket systems will inherently involve the potential for large energy explosions. Current engineering methods do not address the pr...",The ability to predict these blast environments is critical to the safety of the test/launch facilities and test articles in NASA as well as to other similar government test fac...,3,4,Mid,Mid,0.765,Mid,0.4811,Low,0.9098,Mid,0.6737,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1917,94057,Dragonfly: On-Orbit Robotic Installation and Reconfiguration of Large Solid RF Reflectors,Technology Demonstration Missions,"TX12.3.1 Deployables, Docking, and Interfaces","This project developed and demonstrated robotic assembly using a high fidelity ground testbed. In the first phase, the project modified existing antenna and robotic equipment to perform a high-fidelity antenna assembly ground-based demonstration. This groun...",Technologies developed through Dragonfly will enable reconfiguration of traditionally fixed satellite designs.,4,6,Mid,Mid,0.6856,Mid,0.5772,Mid,0.8767,Mid,0.795,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1918,94063,Earth Mesosphere Temperature Measurements via Sodium Lidar,Center Innovation Fund: GSFC CIF,TX08.1.5 Lasers,"This CIF effort is part of a larger research program. It addresses the front-end, lower TRL development of what will become the first ever spaceborn, Na laser spectroscopic instrument. The core of the CIF effort, nonlinear wavelength conversion and tuning a...",This effort addresses a pressing need in the Ionosphere - Thermosphere - Mesosphere (ITM) community for high-resolution measurements that can characterize small-scale dynamics (...,3,4,Mid,Mid,0.5296,Low,0.6239,Low,0.9064,Low,0.5247,raw_excel_test_split,Low,Low,Mid
RAW-TEST-1919,94073,"Engineering Concept Design & Assembly in VR Program Follow-on, Year 2",Center Innovation Fund: GSFC CIF,TX13.2.8 Environment Testing,"This CIF will result in the development of a collaborative environment where hardware I&T and mission planning can do fit checks, cable routing, tool paths, and robotic arm paths in a virtual environment. It also leverages existing GMSEC middleware to enabl...","Development of this technology will greatly facilitate practical use of VR/AR inspacecraft design, testing ,and integraation thus saving time and cost.",3,5,Mid,High,0.4729,Low,0.5344,Low,0.6911,Low,0.5013,raw_excel_test_split,Low,Low,High
RAW-TEST-1920,94076,Work Execution for Integrated Display and Environmental Awareness System,Center Innovation Fund: KSC CIF,,This is a follow-on to the software portion of the IDEAS project. In this project we are proposing the further development of the procedure (Atlas-Work) component of the IDEAS software suite. The proposed advancement would make the procedure application com...,"Existing procedure software available off-the-shelf has been developed specifically for use on devices such as laptops and tablets. JSC, JPL, and KSC have independently develope...",5,6,Mid,High,0.5403,Low,0.5385,Mid,0.9641,Mid,0.4985,raw_excel_test_split,Mid,Low,High
RAW-TEST-1921,9408,Self-healing Nanocomposites for Reusable Composite Cryotanks,Small Business Innovation Research/Small Business Tech Transfer,TX12.4.5 Nondestructive Evaluation and Sensors,"Composite cryotanks, or Composite Overwrapped Pressure Vessels (COPVs), offer advantages over currently used aluminum-lithium cryotanks, particularly with respect to weight savings. Future NASA missions are expected to use COPVs in spaceflight propellant ta...",Future NASA missions will rely on the use of composite structures as main structural members of space vehicles and composite overwrapped pressure vessels (COPVs) for spaceflight...,2,4,Mid,Low,0.5372,Mid,0.531,Mid,0.7399,Mid,0.66,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-1922,94094,Generation of Chemical Commodities and Fertilizer from ISS and ISRU Water Brines Using Combined Ion Exchange and Elec...,Center Innovation Fund: KSC CIF,TX06.1.2 Water Recovery and Management,The goal is to develop a next generation brine recovery and electrolysis grade potable water producing system for Environmental Control and Life Support System (ECLSS) use. The project will combine previously-developed waste water brine ion exchange pretrea...,Create a closed-loop water purification system for the ISS to reduce resupply of water and chemicals with significant cost savings. The goal is to increase water recovery on the...,1,4,Mid,Low,0.796,Low,0.7031,Mid,0.8995,Low,0.607,raw_excel_test_split,Low,Low,Low
RAW-TEST-1923,94099,Ultra-Low Noise Vertical Takeoff and Landing,Center Innovation Fund: LaRC CIF,TX15.1.4 Aeroacoustics,"A unique type of vertical lift propulsor is being designed/analyzed/ developed to push blade passage frequency harmonics above the human audible range, while also having low tip speeds to limit the other low broadband noise components of community noise. Us...",Benefit to NASA Aeronautics Quiet VTOL initiative,3,4,Mid,Mid,0.5506,Low,0.5568,Mid,0.7995,Mid,0.5065,raw_excel_test_split,Mid,Low,Mid
RAW-TEST-1924,94109,Development of New Low-Resource Magnetometers,Small Spacecraft Technology,TX08.3.1 Field and Particle Detectors,Traditional space-based magnetometers are deployed on a boom that extends from the spacecraft to reduce exposure of magnetic noise from the spacecraft that could potentially contaminate measurements. This project furthers the development and testing of a ne...,These low cost instruments fulfill the stringent requirements for low-amplitude and high-precision measurements while reducing the complexity of their integration on spacecraft ...,3,6,Mid,High,0.4874,High,0.5748,Mid,0.8927,Mid,0.5721,raw_excel_test_split,Mid,High,High
RAW-TEST-1925,94129,Storage and Containment of Nuclear Targets for Pulsed Fission-Fusion Testing,Center Innovation Fund: MSFC CIF,TX01.4.3 Nuclear Thermal Propulsion,The combined fission-fusion fuel target is the heart of an engine concept that can open the solar system to fast and efficient human exploration. This is a unique development effort for a high-performance propulsion system concept to enable faster trip time...,"The proposed work as a continuation of the innovative Pulsed Fission-Fusion (PuFF) Propulsion Concept is required to properly, safely, and legally handle very small nuclear targ...",3,4,Mid,Low,0.5207,Low,0.8031,Low,0.8007,Low,0.6971,raw_excel_test_split,Low,Low,Low
RAW-TEST-1926,94131,Microgravity Propellant Gauging Using Modal Analysis,Flight Opportunities,TX01.1.1 Integrated Systems and Ancillary Technologies,Low gravity propellant mass gauging is identified in NASA's Exploratory Systems Architecture Study as a primary research challenge. The future of manned spaceflight beyond LEO relies in part on the development of accurate and robust methods of mass gauging ...,"By tracking acoustic resonances in propellant tanks, this technology will reduce or eliminate deficits in current propellant tank gauging technologies which will benefit the com...",4,5,Mid,Mid,0.7916,Mid,0.6926,Mid,0.9582,Mid,0.8386,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1927,9415,A Coupled System for Assessing the Threat of Solar Energetic Particle Events,Small Business Innovation Research/Small Business Tech Transfer,TX06.5.4 Space Weather Prediction,"Solar Particle Events (SPEs) represent a major hazard for extravehicular maneuvers by astronauts in Earth orbit, and for eventual manned interplanetary space travel. We propose to develop a system to aid forecasters in the prediction of such events, and in ...",NASA's Space Radiation Analysis Group (SRAG) is charged with the difficult responsibility of ensuring that the radiation exposure received by astronauts remains below establishe...,2,5,Mid,Mid,0.4946,High,0.5128,High,0.6674,Mid,0.678,raw_excel_test_split,Mid,High,Mid
RAW-TEST-1928,94159,Center for the Utilization of Biological Engineering in Space,Space Technology Research Grants,"TX07.2.2 In Situ Manufacturing, Maintenance, and Repair","The Center for the Utilization of Biological Engineering in Space (CUBES) will leverage partnerships between NASA, other federal agencies, industry, and academia to: 1. Support biomanufacturing for deep space exploration; 2. Advance the practicality of an i...","Engineered microbes to convert limited, marginally accessible Martian feedstocks, such as atmospheric gases at low partial pressure and nutrients from contaminated/toxic land, i...",2,4,Mid,Low,0.939,Low,0.9357,Low,0.6513,Low,0.8441,raw_excel_test_split,Low,Low,Low
RAW-TEST-1929,94183,NextSTEP Phase 2 Environmental Control Life Support Systems Modularity Study,Mars Campaign Office,TX06.1.1 Atmosphere Revitalization,The objectives of the Environmental Control and Life Support Systems (ECLSS) Modularity Phase 2 study are to add activities that are needed to evolve ECLSS from supporting an initial cislunar habitat toward a habitat for deep space travel. This program will...,This NextSTEP Phase 2 partnership with Collins Aerospace Systems will continue to evolve the ECLSS needed for a habitat in cislunar space that can be used to support missions to...,3,5,Mid,High,0.6675,High,0.5972,Low,0.5206,Mid,0.6035,raw_excel_test_split,Mid,High,High
RAW-TEST-1930,94193,Spyder: A Dedicated CubeSat Launcher Project,Flight Opportunities,,"Key Objectives: Collaborate with NASA MSFC Engineer's to flight qualify high performance, small, low cost solid rocket upper stage systems for the UP Aerospace Spyder orbital launch vehicle. Methods to meet Objective: Engineering design collaboration with s...",Provide NASA and commercial entities with a ~$1M launch capability dedicated to placing CubeSat payloads into Low Earth Orbits. No such capability exists for NASA's use or withi...,4,6,Mid,High,0.5287,High,0.5339,Mid,0.6821,Mid,0.7079,raw_excel_test_split,Mid,High,High
RAW-TEST-1931,94195,Hydrogen Peroxide / Kerosene Engine Development,Flight Opportunities,TX01.1.2 Earth Storable Propellants,"Under the Technology Topic Area 5 Topic 5: Small, Affordable, High Performance Liquid Propellant Rocket Engine Development, Dynetics will develop a third-stage engine for the Dynetics Small Launch Vehicle (SLV) that is based on the vehicle design developed ...",Developing this engine will allow the SLV (suborbital launch vehicle) to be produced with a shorter development schedule and at lower risk. These solicitations increase focus on...,4,6,Mid,Mid,0.6211,Mid,0.6221,Mid,0.9189,Mid,0.8407,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1932,94205,Miniaturized Scrubber System for Long Duration Exploration and Habitation Applications,Mars Campaign Office,TX06.1.1 Atmosphere Revitalization,"The aim of this effort is to develop a minaturized carbon dioxide scrubber system based on proprietary Dynetics technology to provide atmosphere revitalization. The system targets operation with low to no consumable requirements, minimal maintenance, and ca...","Perform highly reliable, continuous carbon dioxide scrubbing in spacecraft while conserving atmospheric water. Current systems require consumable resupply and substantial mainte...",3,6,Mid,High,0.5884,High,0.4826,Low,0.8925,Mid,0.5886,raw_excel_test_split,Mid,High,High
RAW-TEST-1933,94224,System-level Uncertainty Quantification Method Development and Validation,Advanced Air Vehicles Program,TX11.3.6 Uncertainty Quantification and Nondeterministic Simulation Methods,The purpose of the System-level Uncertainty Quantification Method Development and Validation (TC-1) is to develop and validate a system level uncertainty propagation methodology to guide uncertainty-informed decision-making by identifying fundamental resear...,"At the conclusion of TC-1, the first comprehensive hypersonic systems UQ methodology will be established. This methodology and any tools that are developed will be available to ...",1,5,Mid,Low,0.5792,Mid,0.5944,Low,0.6352,Mid,0.7771,raw_excel_test_split,Mid,Mid,Low
RAW-TEST-1934,94227,UAS Traffic Management,Airspace Operations and Safety Program,TX16.1 Safe All-Vehicle Access,"Unmanned Aircraft Systems (UAS) Traffic Management (or UTM) develops and validates airspace operational and integration performance requirements to enable safe, large-scale UAS operations in low-altitude airspace.",UTM will provide guidance and a set of validated requirements including a proof-of-concept prototype for managing low-altitude airspace in a safe and efficient manner that will ...,3,6,Mid,Mid,0.621,Mid,0.4239,Low,0.7988,Mid,0.713,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1935,94335,"Development of a Robust, Efficient Process to Produce Scalable, Superconducting kilopixel Far-IR Detector Arrays",Strategic Astrophysics Technology,TX08.1.1 Detectors and Focal Planes,We propose to develop and streamline the fabrication processes required to produce background limited large far-infrared arrays with large pixel numbers n ~10^5. We will achieve this goal by combining mature detector and readout technologies from our previo...,The Strategic Astrophysics Technology program (SAT) supports focused development efforts for key technologies to the point at which they are ready to feed into major missions in...,3,5,Mid,Mid,0.7886,Mid,0.7139,Mid,0.5112,Mid,0.8053,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1936,94390,The Simplest Magnetograph – a novel alternative to the standard filter based magnetograph,Heliophysics Technology and Instrument Development for Science,TX08.1.1 Detectors and Focal Planes,"This proposal targets the ""Instrument and Technology Development (ITD)"" element of the H-TIDeS program. Magnetic fields form a foundation for all solar active phenomena from tiny G-band bright points to sunspots and coronal mass ejections (CMEs). They serve...","Support NASA's Heliophysics strategic science objectives to understand the Sun and its interactions with Earth and the solar system, including space weather. This will be achiev...",4,5,Mid,Mid,0.5765,Mid,0.5459,Mid,0.5815,Mid,0.7552,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1937,9440,Individualized Stress Detection System,Small Business Innovation Research/Small Business Tech Transfer,TX06.3.3 Behavioral Health and Performance,"Given the extended duration of future missions and the isolated, extreme, and confined environments, there is the possibility that stress-related behavioral conditions and mental disorders (DSM-IV-TR) will develop. The overarching goal of this project is to...","The Individualized Stress Detection System will meet the specific requirements of long duration exploration missions and provide feedback to astronauts, Op Psy personnel and fli...",3,5,Mid,Mid,0.6424,Mid,0.4168,Mid,0.5535,Mid,0.7118,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1938,9441,Plug-and-Play Compatibility for CubeSat Attitude Determination and Control Systems,Small Business Innovation Research/Small Business Tech Transfer,"TX17.2.5 Rendezvous, Proximity Operations, and Capture Sensor Processing and Processors",The development of Plug-and-play Compatibility for CubeSat Attitude Determination and Control Systems (ADACS) is proposed. Existing Maryland Aerospace (MAI) ADACS technologies are well-capable of autonomously providing complete attitude determination and co...,One of the most dynamic changes for the spacecraft industry in the past ten years is the Educational Launch of NanoSatellites (ELaNa) program that has been created by NASA. This...,3,4,Mid,Mid,0.5055,High,0.5073,Mid,0.5503,Mid,0.6326,raw_excel_test_split,Mid,High,Mid
RAW-TEST-1939,94455,1.65um Pulsed Laser for Space Based Winds,Small Business Innovation Research/Small Business Tech Transfer,TX08.1.5 Lasers,"Fibertek, Inc. will develop a single-frequency, Er:YAG laser transmitter to advance the technological readiness level (TRL) of a key technology component of the 3D wind measurements identified in the recent Earth science decadal survey ""Thriving on Our Chan...","The key NASA applications include the following, all of which have been identified as mission and technology development areas in the 2018 Earth Science Decadal Survey. 1. Coher...",3,4,Mid,Mid,0.8707,Mid,0.7011,Mid,0.9745,Mid,0.8049,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1940,94470,Additive Manufacturing of Integrated Sensor System,Small Business Innovation Research/Small Business Tech Transfer,TX13.2.5 Flight and Ground Testing Methodologies,"To meet the NASA need for measurement of pressure, temperature, strain and radiation in a high temperature and/or harsh environment to support rocket ground test, RC Integrated Systems LLC (RISL) proposes to develop a novel Additive Manufacturing of Integra...","The AMIS will provide for NASA an in situ sensor suite capable of measuring temperature, pressure, and strain in high temperature (up to 1800C) and/or high radiation environment...",2,4,Mid,Mid,0.6228,Mid,0.7453,Mid,0.9617,Mid,0.8447,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1941,94482,Advanced Visible Camera for Extreme Radiation Environments,Small Business Innovation Research/Small Business Tech Transfer,TX10.2.5 Fault Diagnosis and Prognosis,Space Micro proposes to develop and qualify an advanced visible camera for high radiation and thermal environments. We will lverage soem,The cross-cutting space product evolving from this SBIR has the potential to add value to and enable many potential NASA space missions. Some of these future NASA missions inclu...,2,4,Mid,Mid,0.6995,Mid,0.641,Mid,0.9228,Mid,0.8151,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1942,9450,"On-Orbit DNA, RNA, and Protein Extraction",Small Business Innovation Research/Small Business Tech Transfer,TX06.3.1 Medical Diagnosis and Prognosis,"Genova Engineering proposes to develop and demonstrate a toolset of discrete devices and extraction kits which will leverage existing on-orbit facilities and will permit an expansion of molecular biology capabilities onboard ISS. This toolset, Nucleic Acid ...","This technology will introduce the ability to carry out sample preparation for molecular biology tests from a variety of sample matrices (cell culture, plant tissue, blood, swab...",2,6,Mid,Mid,0.5157,Mid,0.4909,Mid,0.8463,Mid,0.6888,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1943,94500,ASOMIS,Small Business Innovation Research/Small Business Tech Transfer,"TX08.1.4 Microwave, Millimeter Waves, and Submillimeter Waves","The innovation of the Agricultural SOil Moisture and Irrigation Status (A·SOM·IS) platform is the development of operational and moderate resolution mapping and assessment of soil moisture, irrigation status (irrigated vs not), and crop water stress metrics...",Drive models (LDAS) Support NISAR and ECOSTRESS Missions Support Applied Sciences Support JPL and GSFC agenda Supplement SMAP limitations Helps bridge the gap of within existing...,3,5,Mid,Mid,0.6365,Mid,0.3951,Low,0.4466,Mid,0.628,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1944,94512,Autonomous Modular Digital Controllers for Long Duration Space Flights,Small Business Innovation Research/Small Business Tech Transfer,TX03.3.1 Management and Control,An intelligent power management and distribution system is an essential component of future NASA long duration flights in deep space. The current power management system for manned NASA missions in lower earth orbit depends heavily on operators in the groun...,"1. Space Vehicle Power Management and Distribution (PMAD) System: to provide stable, clean, and reliable power to the associated on-board systems. 2. Scientific Researches Missi...",3,5,Mid,Mid,0.697,Mid,0.4884,Mid,0.9715,Mid,0.7155,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1945,94538,Comprehensive Acoustic Analysis for Distributed Electric Propulsion Aircraft,Small Business Innovation Research/Small Business Tech Transfer,TX15.1.4 Aeroacoustics,"A major innovative thrust in urban air mobility (UAM) is underway that will potentially transform how we travel by providing on-demand, affordable, quiet, and fast passenger-carrying operations in metropolitan areas. As cited in the NASA SBIR A1.06 topic so...",The proposed effort directly supports NASA's ARMD's SIP strategic thrusts 3 (ultra-efficient sub/transonic aircraft) and 3B (NASA Vertical Lift Strategic Direction) by enabling ...,3,4,Mid,Mid,0.7947,Mid,0.6868,Mid,0.9905,Mid,0.8494,raw_excel_test_split,Mid,Mid,Mid
RAW-TEST-1946,94540,Consensus Algorithms and Data Exchange for Trajectory Negotiation,Small Business Innovation Research/Small Business Tech Transfer,TX16.3 Traffic Management Concepts,"Trajectory-based operations (TBO) offer a major change in air traffic management with the potential for substantial performance and safety benefits. Considering the scope of the changes, TBO concepts must pass stringent hurdles for demonstrating technical f...",Our Negotiator prototype provides useful capabilities to include in the ATD-2 and ATD-3 demos. We propose a solution to the trajectory negotiation process common to many dynamic...,2,4,Mid,Low,0.6475,Low,0.627,Low,0.9483,Low,0.5381,raw_excel_test_split,Low,Low,Low
RAW-TEST-1947,94542,Contamination Control System Via Vapor Hydrogen Peroxide Sterilization,Small Business Innovation Research/Small Business Tech Transfer,TX07.3.5 Planetary Protection,"NASA mission planners continue to develop plans for investigating celestial bodies including Europa, Enceladus, and Mars for potential life detection. Contamination Control and Planetary Protection requirements focus on both forward and backward contaminati...",This vaporized hydrogen peroxide system is directed towards NASA's needs for contamination control and planetary protection. Integrating this peroxide generator into sterilizati...,3,4,Mid,Mid,0.7647,Mid,0.527,Mid,0.5318,Mid,0.7192,raw_excel_test_split,Mid,Mid,Mid
