project_id,project_title,target_label,predicted_label,confidence,rubric_scores,retrieval_distribution,top_evidence_sentences,missing_high_trl_reason,final_reason
18218,An Advanced Smoke-Eater for Post-Fire Cabin Atmosphere Cleanup,Low,Mid,0.9720092046773964,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.5, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","We will then design a breadboard prototype unit and evaluate its performance in an environmental chamber under representative conditions. | We will then design a breadboard prototype unit and evaluate its performance in an environmental chamber under representative conditions. | commercialization_context The main attraction of our research to NASA is its ability to provide a lightweight, compact, gas purification system for an advanced spacecraft. | A successful ambient temperature CO oxidation catalyst and air purification system that can remove harmful contaminants from breathing air will find an immediate use in a range of commercial markets.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
94854,Field Emission Electron Source for Mini EPMA,Low,Low,0.8162756754694563,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.6, 'mid': 0.4, 'high': 0.0}","commercialization_context The Mini-EPMA under development will enable advanced, fine-scale in situ mapping of the elemental composition of planetary materials.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
95626,Engine System Integration and Analysis,Low,Low,0.9096522477541356,"{'principle_score': 0.0, 'concept_score': 0.5, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.8, 'mid': 0.2, 'high': 0.0}","The goal of the Nuclear Thermal Propulsion (NTP) technology development Engine System Integration and Analysis task is to determine the feasibility and affordability of using low enriched uranium to power engines on a space transportation vehicle with solid cost and schedule confidence. | This effort leverages government, industry and academic expertise to establish a conceptual design for a nuclear powered propulsion engine in the thrust range of interest for a human Mars missions. | commercialization_context This project feeds into the overall NTP development plan to create advanced propulsion systems to reduce travel times for crewed missions.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
13649,Microfluidic Electrospray Propulsion,Mid,High,0.6559487220351737,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.8, 'mid': 0.2, 'high': 0.0}","MEP modules have the potential to be 4x more efficient in terms of thrust to power and enable >10x improvement in thrust range, mass, volume and cost over state of the art commercialization_context Several studies have shown that micro-thrusters could replace attitude control systems and reaction wheels on large spacecraft resulting in large mass savings and increases to mission reliability.",,"High-TRL deployment or commercialization evidence was strong enough, and retrieval/model signals support a high maturity class."
158332,"A Low SWAP-C, Narrow-Bandwidth, and High-Channel-Density RF Photonic Integrated Channelizer Based on Serial Arrayed Waveguide Gratings and Liquid Crystal Phase Modulators",Mid,Mid,0.9788251279887866,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","The LC-SAWG technology has significant market potential beyond NASA, including telecommunications (advanced WDM systems), spectroscopy (compact, high-resolution spectrometers), optical sensing, astronomy (high-resolution spectrographs), quantum optics (high-density quantum state multiplexing), and defense applications (mmwave sensing, secure comms) Light Integration Technologies (LIT) and the University of Washington (UW) propose to develop a novel Liquid-Crystal integrated Serial Arrayed Waveguide Grating (LC-SAWG) photonic integrated channelizer for NASA's hyperspectral microwave sensing applications. | The LC-SAWG technology has significant market potential beyond NASA, including telecommunications (advanced WDM systems), spectroscopy (compact, high-resolution spectrometers), optical sensing, astronomy (high-resolution spectrographs), quantum optics (high-density quantum state multiplexing), and defense applications (mmwave sensing, secure comms) commercialization_context The LC-SAWG photonic integrated channelizer, proposed by LIT and UW, directly supports NASA's mission directives by enabling advanced hyperspectral microwave atmospheric sounding and remote sensing from space-based platforms. | Phase I will culminate in demonstrating a liquid-crystal-based phase modulator on a low-loss, multi-level SiN PIC platform, validating the feasibility and paving the way for full LC-SAWG prototype development in Phase II. | Phase I will culminate in demonstrating a liquid-crystal-based phase modulator on a low-loss, multi-level SiN PIC platform, validating the feasibility and paving the way for full LC-SAWG prototype development in Phase II. | Phase I will culminate in demonstrating a liquid-crystal-based phase modulator on a low-loss, multi-level SiN PIC platform, validating the feasibility and paving the way for full LC-SAWG prototype development in Phase II.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
11545,In Situ Polymerization via Environmentally-Borne Initiation Stimuli,Low,Low,0.9929740439336278,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.8, 'mid': 0.2, 'high': 0.0}","commercialization_context Subsequently, a self-healing material that is able to flow and polymerize immediately after being punctured, thus sealing a wall defect, will be designed as a unique and robust atmosphere-loss prevention mechanism; such a material could be sandwiched within the layers of space suits or the walls of a spacecraft.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
8861,A Rapid Model Fitting Tool Suite,Mid,Mid,0.6975028610701792,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 0.8, 'high': 0.2}","The goal of Phase I of this project is to demonstrate the feasibility of model fitting on GPUs. | The goal of Phase I of this project is to demonstrate the feasibility of model fitting on GPUs. | We will therefore prototype forward models, relevant mathematical operators and the actual parameter adjustment algorithm on GPUs and compare their performance to a pure CPU implementation. | In the Phase II, we will then harden the prototypes developed in Phase I and provide alternative modeling algorithms to support a broader range of applications. | In addition to NASA missions, other federal or commercial applications requiring to adjust model parameters to fit large sets of observed data will benefit from this project.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
9882,Formaldehyde Profiler Using Laser Induced Fluorescence Technique,Mid,Mid,0.9614153343009113,"{'principle_score': 0.0, 'concept_score': 0.75, 'lab_validation_score': 0.0, 'prototype_score': 0.5, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.2, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","In the phase I effort, we will breadboard system and perform a proof of concept HCHO measurement. | The outcome of the Phase I work will establish the feasibility of this LIF technique for high sensitivity detection of HCHO, and provide the design of the prototype sensor. | In the phase I effort, we will breadboard system and perform a proof of concept HCHO measurement. | We will also carry out a comprehensive review of the UV laser systems and identify the optimum laser for the prototype sensor. | The HCHO profiler can be easily mounted on an aircraft or deployed ground based, which makes it a suitable candidate for a lot of currently active and future NASA missions for independent measurements or satellite validation.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
95715,Compact Multi-Protocol Modem,Mid,Mid,0.9246172193187182,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.2, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}",Unmanned platforms are being deployed in many applications in the DoD and commercial sectors. | commercialization_context NASA applications include: 1) CubeSat missions. | Unmanned platforms are being deployed in many applications in the DoD and commercial sectors.,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
94836,OH Integrated Path Differential Absorption Experiment,Mid,Low,0.8232087566668745,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.4, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}",We have developed a laboratory prototype laser operating at 308 nm for the remote detection of OH using IPDA LIDAR. | We have developed a laboratory prototype laser operating at 308 nm for the remote detection of OH using IPDA LIDAR. | The concept is similar to the differential hard-target LIDARS used by Jim Abshire and Haris Riris that measure CO2and CH4in the near-infrared. | The concept is similar to the differential hard-target LIDARS used by Jim Abshire and Haris Riris that measure CO2and CH4in the near-infrared. | We have developed a laboratory prototype laser operating at 308 nm for the remote detection of OH using IPDA LIDAR.,,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
10343,Reliable Autonomous Surface Mobility (RASM) in Support of Human Exploration,Mid,Mid,0.9231268612721102,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","ProtoInnovations, LLC and Carnegie Mellon University have formed a partnership to commercially develop rover-autonomy technologies into Reliable Autonomous Surface Mobility (RASM). | ProtoInnovations, LLC and Carnegie Mellon University have formed a partnership to commercially develop rover-autonomy technologies into Reliable Autonomous Surface Mobility (RASM). | commercialization_context The Canadian Space Agency has announced that it will perform intensive research in lunar rovers with plans to produce multiple concept vehicles in the next one to two years.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
16765,Development of Advanced Anti-Reflection Coatings for High Performance Solar Energy Applications,Mid,Mid,0.673549282286907,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 0.8, 'high': 0.2}","commercialization_context The ARC technology to be developed in the proposed program will be applicable to the generation of multi-junction solar cells currently in use and to the novel solar cell designs currently under development. | The ARC technology to be developed in the proposed program will be applicable to the multi-junction, Ge-based solar cells currently in use in commercial and military applications.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
10886,Emission Line Astronomy - Coronagraphic Tunable Narrow Band Imaging and Integral Field Spectroscopy.,Low,Mid,0.9550796839337684,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","It provides observational support to interpret data from the HST, Spitzer, Chandra, Herschel and soon JWST space observatories with capabilities not available on them, and will be used to develop technology for future NASA flight programs such as WFIRST, and NWO, THEIA, ATLAST and other planet-finding missions. | It provides observational support to interpret data from the HST, Spitzer, Chandra, Herschel and soon JWST space observatories with capabilities not available on them, and will be used to develop technology for future NASA flight programs such as WFIRST, and NWO, THEIA, ATLAST and other planet-finding missions. | commercialization_context",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
158024,Autonomous science with a collaborative multi-agent system using artificial intelligence,Mid,Mid,0.9849231637890445,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}",In this study; we propose to develop and demonstrate the capability to perform autonomous science measurements with a multi-agent system using active learning based on artificial intelligence In this study; we propose to develop and demonstrate the capability to perform autonomous science measurements with a multi-agent system using active learning based on artificial intelligence commercialization_context The proposed development will be an enabling capability for a variety of missions; including in situ resource utilization for Artemis and human exploration missions; efficient characterization of the environment of other planetary targets; and selecting targets for sample return missions.,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
9584,Graded Density Carbon Bonded Carbon Fiber (CBCF) Preforms for Lightweight Ablative Thermal Protection Systems (TPS),Mid,Mid,0.9648244005240435,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.4, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.6, 'high': 0.2}","FMI currently manufactures Phenolic Impregnated Carbon Ablator (PICA) material for Thermal Protection Systems (TPS) systems, such as the Stardust Sample Return Capsule and the Mars Science Laboratory Aeroshell. | FMI currently manufactures Phenolic Impregnated Carbon Ablator (PICA) material for Thermal Protection Systems (TPS) systems, such as the Stardust Sample Return Capsule and the Mars Science Laboratory Aeroshell. | commercialization_context The proposed advanced ablative TPS preform material would support commercial space applications including Commercial Orbital Transportation Services (COTS).",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
93698,Planetary LEGO,Mid,Low,0.867817443380204,"{'principle_score': 0.0, 'concept_score': 0.25, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.6, 'mid': 0.4, 'high': 0.0}","commercialization_context NASA applications would encompass Lunar and Mars human habitation missions. | The raw material can go directly from the ground and into the production line without having to go through any separation, refinement or synthesis process. | Develop the robotic concept for making the horizontal and vertical structures. | Develop the robotic concept for making the horizontal and vertical structures. | Produce prototype building blocks and test their structural properties and strength of the joints.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
157711,TM Monitor and Control System,Low,Low,0.6328877468562961,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","commercialization_context The benefit of this project would be the gathering of requirements, initial design, and known issues with design and hardware interfaces.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
94050,"Prediction of Safety Incidents, Year 1",Low,Low,0.6073184371854611,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 1.0, 'mid': 0.0, 'high': 0.0}",commercialization_context NASA /SSC and other centers will benefit from this project through bringing additional value to data already collected and in informing future data collection needs. | These algorithms could have value for prediction of facility safety issues well beyond NASA into commercial environments as well and help optimize expenditure of resources for safety in a variety of facilities.,,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
91771,Mesoscopic distinct element method-enabled multiscale computational design of carbon nanotube-based composite materials,Mid,Low,0.9462173386766152,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}",commercialization_context A mesoscopic distinct element method will allow for simulations of massive fibrous ensembles not only through parallel computing but also through efficient coarse graining of the atomistic scale interactions.,,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
16793,"A First Response Crew Mask for Ammonia, Hydrazine and Combustion Products",Mid,Mid,0.9527561548737863,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","commercialization_context The main attraction of our research to NASA is its capability to develop a high capacity sorbent that can reduce the NH3 and hydrazine concentrations to sub ppmv levels. | There is a potential commercial opportunity for our technology, in commercial safety devices and personal protection systems, primarily in the fire fighter masks. | We will complete high fidelity demonstrations in an environmental chamber to fully demonstrate its capability (non-human testing at TRL 6). | We will complete high fidelity demonstrations in an environmental chamber to fully demonstrate its capability (non-human testing at TRL 6).",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
154528,Optical Frequency Synthesizer for Quantum Applications,Mid,Low,0.8312808382162087,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.4, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.2, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","However, the most promising optical atomic clock platforms (e.g., Sr and Yb lattice clocks and Sr+ and Yb+ trapped ion clocks) and Rydberg-atom based sensor platforms can only operate reliably in laboratory environments, largely due to their reliance on the environmentally susceptible, high-SWaP infrastructure required to frequency stabilize multiple lasers across the visible and near-infrared spectral regions. | However, the most promising optical atomic clock platforms (e.g., Sr and Yb lattice clocks and Sr+ and Yb+ trapped ion clocks) and Rydberg-atom based sensor platforms can only operate reliably in laboratory environments, largely due to their reliance on the environmentally susceptible, high-SWaP infrastructure required to frequency stabilize multiple lasers across the visible and near-infrared spectral regions. | Vescent Photonics, LLC (Vescent) proposes to develop a compact, low-power, environmentally robust optical fiber frequency comb (OFC) that operates in the visible spectrum (400-800 nm) and is constructed from telecommunications (telecom) components to enable next-generation space-deployed optical atomic clocks and Rydberg-atom based quantum sensors. | The proposed system will meet the challenging performance requirements for state-of-the-art quantum sensors and clocks while maintaining a low size, weight, and power (SWaP) in a configurable platform that can be adapted to the diverse needs for several of the key space-deployed applications described in Focus Area S16.08. | commercialization_context This proposed visible frequency comb platform addresses NASA's research topic area S16.08 Atomic Quantum Sensors and Clocks – Critical technology gaps related to: (1) optical atomic clocks for measurements of gravitational field variations, time-variations of physical constants, detection of dark matter, etc.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
9721,Composite Rolled Magnetometer and Instrument Boom,Mid,Mid,0.9801551039581045,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.2, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.6, 'high': 0.2}","However, there would be commercial value in higher resolution, more sensitive magnetometry data available on a worldwide basis. | Magnetometers are the most common instrument flown on NASA science missions and interference from onboard electronics requires that these instruments be deployed away from the spacecraft. | Magnetometers are the most common instrument flown on NASA science missions and interference from onboard electronics requires that these instruments be deployed away from the spacecraft. | commercialization_context Magnetometers and field sensors also have potential commercial applications. | To date, Earth survey using magnetometers for commercial purposes has utilized NASA sensors, however.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
9764,Next Generation Gamma/Neutron Detectors for Planetary Science.,Mid,Mid,0.5061326438711365,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","commercialization_context The proposed innovative technology is a suitable component for a gamma-ray and neutron spectrometer that can be used for Earth science missions, planetary missions, exploration of small cosmic bodies such as asteroids and comets, satellite radio-imaging, and space exploration probes.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
89766,Selective Laser Ablation and Melting,Mid,Mid,0.7886949441804799,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","commercialization_context As with standard SLM, the general application of the SLAM process is the manufacture of metal components that have complex geometries not efficiently obtainable by other means, or that require production in low quantities (e.g., replacement of legacy parts) that is too expensive for conventional manufacturing. | Therefore, much like with NASA specific applications, the number of Non-NASA commercial applications are vast.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
18357,Solid State Transmitters for Water Vapor and Ozone DIAL Systems,Mid,Mid,0.9962003204087537,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}",commercialization_context Replacement/upgrade of NASA water vapor DIAL systems including LASE (Lidar Atmospheric Sensing Experiment) Enhancement of Airborne ozone DIAL systems including GOLD (Global Ozone Lidar Demonstration) Lidar transmitter component for ground based ozone sensing station demonstration and network Future space-based earth-bserving atmospheric sensing systems Planned NOAA water vapor DIAL systems | commercialization_context Replacement/upgrade of NASA water vapor DIAL systems including LASE (Lidar Atmospheric Sensing Experiment) Enhancement of Airborne ozone DIAL systems including GOLD (Global Ozone Lidar Demonstration) Lidar transmitter component for ground based ozone sensing station demonstration and network Future space-based earth-bserving atmospheric sensing systems Planned NOAA water vapor DIAL systems,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
93302,Impact Energy Absorbing Matrix,Low,Low,0.9947224712204523,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.25, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.0, 'mid': 1.0, 'high': 0.0}","The goal of this IRAD is to produce a printed energy absorbing prototype that can be characterized and validated. | The goal of this IRAD is to produce a printed energy absorbing prototype that can be characterized and validated. | commercialization_context This research seeks to develop an energy absorption product that can be deterministically characterized, easily producible, tunable to the changing requirements of planetary landers.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
33903,Terminal Descent Lidar System,Low,Mid,0.9918293805322539,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.4, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","The operational range of the sensor in Mars, for example, can exceed ten kilometers through touchdown, and may conceivably be a low mass, volume, and cost replacement for the Terminal Descent Sensor (TDS) on missions like the Mars Science Laboratory (MSL). | The operational range of the sensor in Mars, for example, can exceed ten kilometers through touchdown, and may conceivably be a low mass, volume, and cost replacement for the Terminal Descent Sensor (TDS) on missions like the Mars Science Laboratory (MSL). | commercialization_context The Terminal Descent Lidar System and components thereof can be used in many NASA missions serving various tasks.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
33332,Multifunctional BHL Radiation Shield,Mid,Low,0.6004889587460776,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.2, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","Polyethylene is a readily available and structurally sound thermoplastic that has recently gained a fair amount of notoriety as an effective radiation shield. | Polyethylene is a readily available and structurally sound thermoplastic that has recently gained a fair amount of notoriety as an effective radiation shield. | Using BHL-PE to create storage containers between structural layers for items such as food, supplies, treated waste and regolith, will these items to serve as multipurpose radiation shielding and improve the overall radiation absorption potential of BHL-PE commercialization_context GTL's BHL-PE technology offers the potential of a multifunctional and lightweight composite material capable of providing primary, secondary, and interior structure to all deep space craft and equipment while shielding its crew from radiation.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
154374,Vertical Motion Control System for Cryobots,Low,Mid,0.714014751677916,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}",commercialization_context The Vertical Motion Control System an enables robotic exploration missions on icy ocean worlds.,,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
18150,Multifunctional Shielding and Self-Healing HybridSil Smart Composites for Space,Mid,Mid,0.958445737309355,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.25, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.0, 'mid': 0.8, 'high': 0.2}","During Phase I, TRL 5 shall be reached upon demonstration of damage tolerant, self-healing structural composites with assistance from our radiation expert STTR partner, CSU, and commercial space partner. | During Phase I, TRL 5 shall be reached upon demonstration of damage tolerant, self-healing structural composites with assistance from our radiation expert STTR partner, CSU, and commercial space partner. | During Phase I, TRL 5 shall be reached upon demonstration of damage tolerant, self-healing structural composites with assistance from our radiation expert STTR partner, CSU, and commercial space partner. | During Phase I, TRL 5 shall be reached upon demonstration of damage tolerant, self-healing structural composites with assistance from our radiation expert STTR partner, CSU, and commercial space partner.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
16654,Low-Stress Silicon Cladding for Surface Finishing Large UVOIR Mirrors,Mid,Mid,0.6890494137383357,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.4, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.2, 'mid': 0.8, 'high': 0.0}","If low enough prices can be achieved by coating large volumes of small mirrors, high-performance laboratory grade mirrors could be sold through distributers such as ""Edmond Scientific"" and others. | commercialization_context The ultimate goal of this research is to make silicon clad mirrors for lightweight telescopes.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
94931,Elevated Temperature Irradiation Testing of Cermet Fuels for Nuclear Thermal Propulsion,Mid,Low,0.924194299289582,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.2}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","commercialization_context Irradiation data for NTP materials is limited, and standard testing is costly.",,"Evidence is mainly concept or early validation oriented, with limited prototype or deployment signals; therefore the project was classified as Low."
92158,High-Resolution and Lightweight X-ray Optics for the X-Ray Surveyor,Mid,Mid,0.947379071138284,"{'principle_score': 0.0, 'concept_score': 0.0, 'lab_validation_score': 0.0, 'prototype_score': 0.0, 'relevant_environment_score': 0.0, 'operational_environment_score': 0.0, 'commercialization_score': 0.4}","{'low': 0.4, 'mid': 0.6, 'high': 0.0}","Envisioned in ""Enduring Quest, Daring Visions"" and under study by NASA as a potential major mission for the 2020s, the X-ray Surveyor mission will likely impose three requirements on its optics: (1) high angular resolution: ~0.5"" PSF, (2) large effective area: ≥10,000 cm2 or more, and (3) affordable production cost: ~$500M. | Envisioned in ""Enduring Quest, Daring Visions"" and under study by NASA as a potential major mission for the 2020s, the X-ray Surveyor mission will likely impose three requirements on its optics: (1) high angular resolution: ~0.5"" PSF, (2) large effective area: ≥10,000 cm2 or more, and (3) affordable production cost: ~$500M.",,"Prototype, laboratory, or relevant-environment evidence was detected, but operational environment evidence was weak; therefore the project was classified as Mid."
